Unnamed: 0,IMDb_id,Title,Year,Genre,Synopsis
456,2104908,The World Is Funny,2012,"Comedy, Drama",Simple people struggle through extraordinary circumstances. Sometimes the only answer to any problem is 'The world is funny so we have to laugh.'
457,343125,One Small Step,2003,Drama,"Witnessing their good friend trying to cope with his cancer, three teenagers are determined to make him lose his virginity in case he doesn't survive."
458,1298712,You're Famous,1989,Comedy,"A woman goes streaking in a race track, a senior citizens' seminar features a pre-sex demonstration, public toilets' walls fall apart, and other candid camera pranks take place in South Africa."
459,1441368,Hahithalfut,2011,Drama,A family man becomes obsessed with looking at his own life out of context.
460,6211060,Family,2017,Drama,"It all began on one night, when Lily arrived at her therapist's house asking for an emergency session. She wants to explain why she killed her family."
461,87699,Beyond the Walls,1984,Drama,"In Israel's Central Prison, the security officer is corrupt, supplying drugs and stirring the hatred between Jewish and Arab prisoners to his advantage. Uri, in for 12 years for armed robbery, and Issan, in for 50 years for PLO violence, command the respect of their cells. When the Arabs are framed for the murder of a Jewish prisoner and a young inmate commits suicide rather than lie about what happened, Uri and Issan form an unlikely partnership, leading the security block on a strike. Prison officials try to break it. In the background are Uri's daughter and Issan's wife, women of beauty and passion who embody the distance from inside a cell to the outside."
462,2164718,Rock the Casbah,2012,"Action, Drama, History","The year is 1989. In an era of Palestinian demands for independence, the State of Israel sends young soldiers to oversee the Arab population in the Occupied Territories. After one of them is killed, the common fate of four young soldiers and one Palestinian family is sealed. The film describes the extraordinary journey of a young soldier trying to find his place in the chaos surrounding him."
463,97265,One of Us,1989,Drama,"A few Palestinian guerilla's break into an Israeli camp in the occupied territories. They kill a few Israeli soldiers before they are killed, apart from one who dies in the camp after being captured alive. The Israeli military despatch an investigator to the camp to see if there was cold blooded murder (people at the camp had claimed he was shot while trying to escape). It turns out that the investigator despatched is a friend of the camp commander - the rest of the plot is basically about the position of both of these characters as regards being honest or faithful to ones friends. There is unbearable tension, increased by the fact that they are both very strongly attracted to one of the female soldiers on the camp."
464,814197,Love & Dance,2006,"Drama, Music, Romance","Chen, a young kid, is battling a cultural conflict between his Russian born mother and Israeli father. She is cultured and used to the finer things in life, including theater and fine dining. He is gruff on the outside but sweet on the inside - a Sabra; and looking to make his young son a man rather than the wimp his mother is raising. One day, Chen stumbles upon a ballroom dance class for young people and sees Natalie, a stunning Russian young girl he falls in love with immediately. His interest in Natalie leads him to taking ballroom dancing and to ultimately bridging the cultural divide of his own family - through the Cha Cha and the Tango. The teachers are a pair of former Russian world champions who never quite fulfilled their potential, but find themselves battling their demons through the instructions of the kids."
465,1433910,The Flood,2010,Drama,"Everything is complicated in Yoni's life. He's almost 13, real gifted, but physically undeveloped and struggles daily to grow up before his threatening up-coming Bar Mitzva."
466,98993,Time Off,1990,Drama,"A young soldier is being treated very harshly by his commanding lieutenant. Just before they will be sent to Lebanon, their battalion gets one day off to relax in Jerusalem. There the soldier finds out the lieutenant has sex in a public park."
467,756359,Yamim Kfuim,2005,"Drama, Mystery, Thriller",A lonely young woman survives a suicide bombing and assumes the identity of one of its victims. As she moves into his apartment her grip on reality starts to crack.
468,3955672,Apples from the Desert,2014,"Drama, Romance","Rebecca Abarnabel, a single daughter born into an Orthodox Jewish family, is tired of the lifestyle that her father, Reuven, has forced upon her. She and her mother, Victoria, go on a life-changing journey between worlds."
470,6213004,Driver,2017,Drama,"A 'Driver' in the oltra orthodox community takes his daughter on his nightly journey, exposing her to the more questionable members of this pious society in the dark alleys of Bnei Barak they each find, even if for a short moment, their lost childhoods"
471,1399533,Carmel,2009,"Biography, History","From Israel's most important filmaker, CARMEL is Amos Gitai's (KADOSH, KIPPUR) deeply personal and resonant meditation on Jewish and Israeli identity. Using both fiction and documentary techniques, Gitai links his family history to ancient history."
472,1469895,Ultimatum,2009,Drama,A young French couple deals with ramifications of world events on their relationship as Saddam Hussein threatens to launch SCUD missiles on Israel.
