,Unnamed: 0,Title,Year,Genre,Synopsis,IMDb id,Wiki Title,Wiki Plot,Wiki Summary
1189,1189,Four Weddings and a Terrorist Attack,,Drama,,13644038,Catherine Tate,,"Catherine Jane Ford (born 12 May 1968), known professionally as Catherine Tate, is an English actress, comedian and writer. She has won numerous awards for her work on the BBC sketch comedy series The Catherine Tate Show (2004–2007), as well as being nominated for an International Emmy Award and seven BAFTAs. Tate played Donna Noble in the 2006 Christmas special of Doctor Who, and later reprised her role, becoming the Tenth Doctor's regular companion for the fourth series in 2008.Following the success of The Catherine Tate Show, Tate starred as Joanie Taylor (""Nan"") in the BBC One comedy series Catherine Tate's Nan (2009–2015) and its film adaption The Nan Movie (2022). In 2011, she began a recurring role as Nellie Bertram in the U.S. version of The Office and was a regular until the series ended. Tate played the role of Miss Sarah Postern in the BBC One sitcom Big School (2013–2014) and played the voice role of Magica De Spell in the animated series DuckTales (2017–2021). In 2022, she starred in the Netflix comedy series, Hard Cell, which she also co-wrote.
Tate has also appeared in films, including Mrs Ratcliffe's Revolution (2007), Gulliver's Travels (2010), Monte Carlo (2011), and SuperBob (2015)."
1190,1190,Iyim Bachof,2003,Drama,,381283,NA,NA,NA
1191,1191,Ukradennoe zhelanie,2012,Drama,An experimental fiction-documentary about a crew shooting a movie inspired by Israeli cult singer Meir Ariel's experimental album Rishumey Pecham (Charcoal Drawings).,2973052,NA,NA,NA
1192,1192,Reach Poalim,2011,"Drama, Thriller",'The Stolen Wish' is a mesmerizing thriller based on real events - a horrific suicide bombing that took dozens of young lives and forced the author to look differently upon fate - it's the surreal nature of this feature length movie that best reflects reality.,2539150,Leah Goldberg,,"Leah Goldberg or Lea Goldberg (Hebrew: לאה גולדברג; May 29, 1911, Königsberg – January 15, 1970, Jerusalem) was a prolific Hebrew-language poet, author, playwright, literary translator, and comparative literary researcher. 
Her writings are considered classics of Israeli literature.

"
1193,1193,Havurat Rosh Kruv,2010,Family,,1910548,NA,NA,NA
1194,1194,Af Milah L'Morgenstein,1963,"Action, Adventure, Drama","David 'The King of Israel' is called ""A man after God's own heart"".",133340,List of Israeli films of 1963,,"A list of films produced by the Israeli film industry in 1963.

"
1195,1195,Gods Heart,,Comedy,,6249754,When the Gods Played a Badger Game,,"When the Gods Played a Badger Game is a 1915 American silent drama film directed by Joe De Grasse and written by Ida May Park, and featuring Pauline Bush and Lon Chaney. The film's working title was The Girl Who Couldn't Go Wrong.  The film is today considered lost.

"
1196,1196,Odot Ha-Monitin,2001,Drama,The conjunction of creativity and death through the confrontation between a film director and the subject of his creation - a gifted piano player who became a criminal.,289366,Assi Dayan,,"Assaf ""Assi"" Dayan (Hebrew: אסף ""אסי"" דיין‎; 23 November 1945 – 1 May 2014) was an Israeli film director, actor, screenwriter, and producer.

"
1197,1197,Rachamim,2007,"Comedy, Drama",,7176214,Kaddish,,"Kaddish or Qaddish or Qadish (Aramaic: קדיש ""holy"") is a hymn praising God that is recited during Jewish prayer services. The central theme of the Kaddish is the magnification and sanctification of God's name. In the liturgy, different versions of the Kaddish are functionally chanted or sung as separators of the different sections of the service.
The term Kaddish is often used to refer specifically to ""The Mourner's Kaddish,"" which is chanted as part of the mourning rituals in Judaism in all prayer services, as well as at funerals (other than at the gravesite; see Kaddish acher kevurah ""Qaddish after Burial"") and memorials; for 11 Hebrew months after the death of a parent; and in some communities for 30 days after the death of a spouse, sibling, or child. When mention is made of ""saying Kaddish"", this unambiguously refers to the rituals of mourning. Mourners recite Kaddish to show that despite the loss they still praise God.
Along with the Shema Yisrael and the Amidah, the Kaddish is one of the most important and central elements in the Jewish liturgy. Kaddish is not, traditionally, recited alone. Along with some other prayers, it traditionally can only be recited with a minyan of ten Jews (a minimum quorum of ten adult Jews)."
1198,1198,The Glorious Silver Hanukah Menorah,1996,,,145795,NA,NA,NA
1199,1199,Folie à Trois,2014,Drama,"Three individuals, each with a disabling disorder, meet under bizarre circumstances. Their biggest fears are challenged one fateful night, when they realise they hold the ability to either cure or destroy each other. Which will it be?",3149392,Folie à deux,,"Folie à deux ('folly of two', or 'madness [shared] by two'), also known as shared psychosis or shared delusional disorder (SDD), is a rare psychiatric syndrome in which symptoms of a delusional belief, and sometimes hallucinations, are transmitted from one individual to another. The same syndrome shared by more than two people may be called folie à... trois ('three') or quatre ('four'); and further, folie en famille ('family madness') or even folie à plusieurs ('madness of several').
The disorder, first conceptualized in 19th-century French psychiatry by Charles Lasègue and Jules Falret, and is also known as Lasègue–Falret syndrome.Recent psychiatric classifications refer to the syndrome as shared psychotic disorder (DSM-4 – 297.3) and induced delusional disorder (ICD-10 – F24), although the research literature largely uses the original name.
This disorder is not in the current DSM (DSM-5), which considers the criteria to be insufficient or inadequate. DSM-5 does not consider Shared Psychotic Disorder (Folie à Deux) as a separate entity; rather, the physician should classify it as ""Delusional Disorder"" or in the ""Other Specified Schizophrenia Spectrum and Other Psychotic Disorder"".

"
1200,1200,Klavim Lo Novhim Beyarok,1996,Comedy,,116786,List of Israeli films of 1996,,"A list of films produced by the Israeli film industry in 1996.

"
1201,1201,Ha-Proyect Shel Piter Shmychel,2008,Comedy,"Shimi Shimon is a guy in his 30'ths, a dreamer and a small underdog gambler that owes a lot of money to the neighborhood Mafia & main gambler . one day he decides to establish a soccer team for children to find the next rising star like ""Yossi Benayun"" and sell him to a big club, a course that will solve all of his problems.",834580,Amos Lavi,,"Amos Lavi (Hebrew: עמוס לביא; 1 January 1953 – 9 November 2010) was an Israeli stage and film actor. He won three Ophir Awards for the roles he played in the films Sh'Chur, Nashim and Zirkus Palestina.

"
1202,1202,Janem Janem,2005,Drama,"Eldi, a 40 year old high -school teacher, is in a midlife crisis. He just returned from a long army reserve service in Jenin and informs the school principal that he is not coming back to teach. His midlife crisis is blended with the trauma caused by the loss of his friend, who was killed in front of him by the gunshot of a sniper in the observation post. Eldi's wife, a psychologist, suggests that he get away for awhile. Rather than getting on a plane, Eldi sets out on a journey in his own country. Traveling incognito, he discovers an unknown world in the middle of Tel Aviv. A world of Turkish and Romanian foreign workers exploited by shady Israelis who hire out laborers and control a group of prostitutes. He is drawn into the world of these foreign workers, finds he is attracted to a Russian woman hiding from an Israeli who bought her to be his wife.",833474,List of Israeli films of 2006,,"A list of films produced by the Israeli film industry in 2006.

"
1203,1203,Trempistim,1998,Drama,"On his way from Haifa to Tel Aviv, Yehezkel Schwartz picks up three hitchhikers- an Orthodox soldier, a free-spirited young woman and an Israeli Arab. The familiar journey from Haifa to Tel Aviv turns into a journey of smiles and tears in our souls.",162019,NA,NA,NA
1204,1204,Shabazi,1997,Drama,"Based on the TV series ""Ha-Mone Dofek"" (""Night Fare""). Danny lives in a one bedroom apartment in Shabazi, a run down neighborhood crumbling over the heads of its inhabitants - dirt poor day laborers, junkies and the homeless, who find refuge in abandoned buildings. One rainy evening Danny almost runs over Gideon, an army comrade, who is now a homeless junkie. Gideon tries to tell Danny about some sinister scam that is going on around in the 'hood, but he's too high, too scared and too confused. The next day Gideon is found murdered, but the police have no real interest in another dead junkie. Danny decides to track down the killer himself. What appears at first to be a drug war soon reveals itself as a vast cooperation between outlaws and men of law. Danny manages to expose the big shots behind the scene, the scumbags who murdered his once brother in arms. Danny's crusade is over; He removes his temporary armor and goes back to his one bedroom apartment in Shabazi - a glorious knight...",143869,At Montreux Jazz Festival,,"At Montreux Jazz Festival is a 1998 album by Israeli singer Ofra Haza.  The recording which captures Haza and a five-piece band live at the Montreux Jazz Festival in July 1990 comprises material from her international studio albums Shaday, Yemenite Songs and Desert Wind, including hit singles like ""Im Nin' Alu"", ""Galbi"", ""Shaday"", ""Ya Ba Ye"", as well as Yemeni Jewish traditionals and the a cappella performance of ""Love Song"" with lyrics from The Song of Songs. 
The album was first issued in 1998 and re-released internationally on the Locust Music label in 2005.
The live concert film released in 2007.

"
